student_id,subject,exam_score,homework_completion_pct,teacher_comments
S10033,Arabic,86,80,True country everyone doctor art visit word.
S11346,History,83,95,Vote dog popular phone fire need.
S03556,History,54,80,Mouth these realize hand majority walk measure door seat happen team sure.
S08476,Geography,83,-5,Strategy Mr ball follow budget though.
S01708,History,60,90,Image American evening which administration these when buy also kitchen business big indicate.
S06172,Geography,93,95,Election rule various improve relate well I option fear.
S04133,Geography,63,80,  
S00815,Geography,46,90,  
S02234,Arabic,88,95,Beautiful American most five maintain visit allow heart he process yes.
S01086,English,66,80,Career party study many book reflect science.
S03417,English,43,95,Would anything foreign mean risk ok different level pay institution general.
S08621,History,53,95,Indicate television during tend hold opportunity official.
S11692,English,87,80,Door account piece night attack sound peace direction.
S11005,Math,79,-5,Attack defense grow type high television later everyone less.
S02468,Arabic,42,90,Determine nature reach up eat scene.
S08823,Arabic,40,90,Short energy garden against character back his cultural position program pretty.
S11436,Geography,57,80,Capital appear education recent real model.
S03812,Science,55,80,Sister officer policy though story including health campaign church open show smile goal.
S06520,Geography,95,95,Subject response community member hit state authority under then former think.
S08170,History,70,90,Lose evening front example citizen particularly respond Democrat course those provide view.
S00697,History,80,-5,Particularly measure more late she threat game child deep.
S00417,English,96,95,Care everyone describe unit leader themselves.
S01088,History,42,80,  
S01119,History,60,95,Easy tough community seat two left finish notice exist color economic environment hair.
S00152,Math,40,-5,Ground agree watch student analysis term rise main.
S00528,Science,99,-5,Happy already doctor under only admit paper relationship win claim win.
S00901,Arabic,69,90,Popular former two age quite break character recent sit test painting.
S04650,English,98,90,Three company yourself land human factor hand agree husband.
S01190,Arabic,68,-5,Teacher local address early safe generation.
S04487,English,69,90,Claim already hotel moment success southern general system quite action.
S05645,Arabic,62,-5,Between old brother camera message doctor fight plant nothing bed.
S04588,Geography,79,80,Operation baby assume else put conference.
S02801,Math,85,-5,Impact water them several between clear.
S04278,Science,60,90,Especially behavior federal recent federal responsibility success information.
S11307,Science,83,100,  
S06575,Arabic,98,100,Take subject grow report account PM.
S09279,Science,87,90,Language decade ground officer near knowledge still drop glass at data board.
S07183,Geography,83,80,Wait effect little money him any decade industry word nor civil investment.
S02499,Math,64,90,Accept Mr tax find like relate method.
S00116,Math,44,-5,Team her off left give challenge opportunity truth leader difference glass relationship.
S10987,Science,81,90,Write how miss likely beautiful evening imagine hot history tonight mother collection best.
S11820,Science,43,90,Movement activity show hand hold themselves city night stock staff of quickly worker.
S01058,Science,95,90,Role yeah day investment read open why it stage page she.
S07644,Geography,57,100,Concern kitchen deal reality hair explain support form difference should manage much piece.
S09500,Science,57,95,Present nature human it offer look friend outside discover plan.
S05906,Arabic,93,95,Camera degree woman quality often according account.
S03050,Geography,79,95,Mouth anyone whether order wish yet.
S01477,English,68,90,Popular keep share recently dark machine news space most race price.
S06899,History,80,-5,Use material test memory bar challenge consumer physical least spring understand scientist soon.
S10558,Arabic,100,95,Economic power from keep house wear we.
S11447,Arabic,44,80,Low crime firm seat strong environmental chance white short high hospital sort improve.
S01226,Math,80,95,Fear project majority time case oil garden.
S05894,Math,100,100,  
S03126,Science,52,90,Manage generation data quality relationship which stay either wish.
S06980,Geography,81,-5,Discussion look word class address present rather require seek mission own conference.
S04293,Arabic,98,90,Approach administration professional staff than boy throw.
S06892,Math,83,90,Walk goal deal drive cause break Mr year.
S06360,History,43,95,Herself product worker on lead newspaper.
S10499,History,52,-5,Onto affect big quickly man ahead save right ask design end against magazine.
S04994,Arabic,55,95,Low investment past run ago out building my black ask practice.
S10796,Geography,50,100,Wrong institution type fear realize investment idea.
S02478,English,89,80,Mouth suggest able admit around thousand or like degree full perhaps around short.
S04857,Geography,45,90,Long cause million suffer state shoulder.
S05956,History,65,100,Recognize guess generation growth baby else visit forward need.
S01913,History,79,95,Fund side adult follow budget store eight now.
S02657,Math,94,95,Quality every energy institution ten somebody.
S02672,Geography,97,80,Middle window never film subject majority school near talk speak home everybody sign.
S11350,Arabic,63,-5,Ago specific step beat type question owner middle east red.
S10931,English,90,-5,Smile tax ability decide media common move experience though follow nature.
S08143,Science,74,-5,Clear affect half industry play process.
S10972,Arabic,93,-5,Full again left official interesting book magazine name law challenge.
S03997,History,48,80,Notice case stop color all worker task wrong floor great ball cultural southern.
S04320,History,74,95,  
S11228,History,59,95,  
S00674,English,75,80,Several spend our order apply response.
S03970,Arabic,67,100,Produce two role coach almost name catch example away.
S11705,Math,96,95,Among evening trial free himself author any say region time none.
S05408,Geography,56,80,Baby site study little federal full dinner sell sign ready people effect rule.
S00079,Science,60,100,  
S10744,Arabic,76,95,Thought measure successful how administration leave building best art purpose assume those.
