student_id,subject,assignment_name,due_date,status,grade_feedback,guardian_signature
S11739,Arabic,All dog talk.,2024-12-02,✅,B-,Yes
S07502,Geography,Business quickly health.,2025-01-17,❌,A,No
S11133,Geography,Surface.,2024-11-08,✔,A+, 
S00692,Geography,Professor.,2025-02-27,❌,B,Yes
S09010,Math,Seven control.,2025-02-21,✅,C,Yes
S07324,Math,Form after wide.,2025-03-05,pending,C, 
S02200,Math,Like agent.,2025-03-08,pending,C-,No
S11741,Geography,Rise security yes.,2024-10-17,✅,A+, 
S02569,Math,Choice us.,2025-02-04, Done ,F,Yes
S11089,History,Test size.,2024-12-25,not done,B, 
S04526,History,Job impact.,2024-11-21, Done ,C,Yes
S11842,Math,Development.,2025-01-20,pending,A,Yes
S03481,History,Performance eye.,2024-12-31, Done ,A, 
S04580,Science,Ground perform firm meeting.,2024-10-06,✔,C-, 
S11316,History,See.,2024-12-14,✅,C-,No
S09232,Geography,Feel concern opportunity.,,not done,C-,Yes
S03999,Arabic,Half continue fish.,2024-12-17, Done ,B-, 
S11234,Geography,Seek note a.,,not done,D,No
S03452,English,Attack chair voice.,2024-12-08,not done,F,No
S09636,Geography,Remain here participant.,2024-10-05,❌,F,No
S09577,Arabic,Professor ground.,,not done,B,Yes
S03242,Arabic,Own despite.,,not done,A+,Yes
S00963,English,Partner provide.,2024-11-02,✅,B-, 
S07038,Geography,Minute recently impact.,2024-12-03,✅,F,Yes
S07962,English,Place every idea operation.,2024-09-28,❌,A, 
S02026,History,Agent public.,2025-02-06,✅,F,Yes
S06309,Math,Left.,2025-01-25,❌,B,Yes
S04172,Math,Section move.,2024-09-13,not done,B, 
S07680,Geography,Environmental.,2024-10-28,pending,C-,No
S05298,History,Project citizen.,,❌,A,No
S07765,Geography,Better audience responsibility detail.,,❌,A,No
S00460,English,Trouble former.,2025-03-06,pending,A+,No
S09136,Science,Stage imagine discuss.,,❌,B-, 
S11239,Science,Method.,,not done,D,Yes
S06242,History,Official three west.,2024-11-25,❌,A,No
S04831,Arabic,Hope toward.,2024-09-16, Done ,C-, 
S08039,English,Image thank key.,2024-10-14,❌,C-, 
S05835,Arabic,Year person attack.,, Done ,F,No
S03394,English,To one.,2025-01-27,✔,A+, 
S06292,Math,Hold dinner air allow.,2024-11-07, Done ,B-,Yes
S04737,Geography,Call follow finally.,2024-10-27, Done ,C,Yes
S08735,Science,Wait toward everybody.,, Done ,C-,Yes
S04497,Arabic,Happy artist them.,2024-10-19,✔,B,Yes
S02525,Geography,Particularly policy.,2024-09-27,❌,B-,No
S00897,Geography,Dark avoid success.,2024-09-20,✅,B-,No
S02797,Geography,Foreign more true.,2025-03-09,pending,F,No
S01685,Geography,Drop century national.,2024-10-04,✔,A,Yes
S08965,English,Challenge for could.,,not done,A, 
S05447,Science,With section new.,2024-12-12,✔,C,Yes
S03721,History,Ever director.,2025-01-30,not done,C-,No
S02896,Math,Available your.,2025-03-05,✔,F,Yes
S03596,Math,Third feel read.,2024-10-01,pending,C,Yes
S06804,Geography,Seek world last.,,not done,C-,No
S03039,English,Avoid modern.,,✔,B-,No
S01978,English,World they.,2025-01-28,✔,A+, 
S10294,English,Decision station air discover.,2024-12-17,✔,D,Yes
S10467,Math,Seven opportunity.,2024-10-27,✅,C,Yes
S07430,History,Third weight.,2024-11-26,❌,C-, 
S09923,Geography,Per our character.,2025-02-10,pending,C-,No
S01991,Math,Course.,,✅,F,No
S01741,Arabic,Learn imagine.,2024-10-24,not done,F,No
S02631,English,Another class home.,2025-01-21,✔,D,No
S10329,Math,Build in.,2025-02-15,✅,F, 
S08151,Math,How rate.,2024-10-17,❌,D,Yes
S04950,English,Interest guess series.,2024-11-20,❌,F, 
S07866,History,Where coach.,,✅,B-,Yes
S10220,Math,Behind around cause together.,2025-01-08, Done ,F,Yes
S04722,History,Knowledge Democrat teacher where.,2024-09-16, Done ,C, 
S01922,History,Control star team thus.,2024-10-17,❌,D, 
S10851,English,Nice true.,2024-11-12,pending,F, 
S04849,Math,Too fund second.,,✅,D,No
S09392,Science,None few time.,,✔,B-, 
S06071,Arabic,Each.,,pending,A,Yes
S01243,Science,Site become.,2025-01-26,not done,F,Yes
S05433,Arabic,Red response subject.,2024-12-03,✔,F, 
S09446,Math,Expect reach.,,❌,C-,No
S09269,History,Wish challenge.,,✔,B-,No
S03417,English,Management million account yard.,2024-12-05, Done ,A,No
S06962,Geography,Because cost.,,❌,C-,No
S12039,Geography,Easy world home.,2025-01-14, Done ,B,No
S07400,Geography,Pressure finish expert.,2024-12-23,not done,A, 
S11658,History,Republican simple.,2025-02-15,❌,C-, 
S03334,History,Level throughout.,2025-02-19,✔,C, 
S06404,Arabic,Month little.,2024-12-24, Done ,A+,No
S10452,Science,Room according write.,2024-09-28,✅,C,Yes
S02125,Math,Four them hear.,2024-09-08,pending,D,No
S05494,Arabic,Listen fill.,2025-01-14,✅,D, 
S03286,History,Imagine or idea.,2024-12-12,❌,C-, 
S06436,Arabic,Stay be mission.,,✅,A,No
S08415,Science,Tend friend especially human.,2024-11-04,not done,A+,Yes
S03642,Science,Positive.,,not done,A, 
S04672,Geography,Indicate why.,2024-11-03,❌,B, 
S07611,History,Control director.,2025-01-12,❌,A, 
S08738,English,Movie she.,2024-12-09,not done,B, 
S11241,Math,My be player.,2024-12-03,not done,C,Yes
S04703,Science,Perform can second.,2024-10-13, Done ,B, 
S03211,Geography,Let scene.,2024-11-30,not done,B-,Yes
S00931,English,Floor relationship.,2025-03-06,pending,B,No
S11434,Science,Firm.,, Done ,B-, 
S02700,Geography,Nearly open.,,✔,A+, 
S07475,Arabic,Close offer.,2025-01-12,✔,A,Yes
S05740,English,Behind security.,2024-10-10, Done ,C-,Yes
S08128,Arabic,Should quite traditional.,, Done ,C-,No
S11792,Science,Thus central develop.,2024-11-28,✔,D, 
S02907,Arabic,Old indeed maintain.,2025-02-18, Done ,C,Yes
S04458,English,Official market painting.,2024-11-13,pending,F, 
S10043,Science,Not affect sea.,2025-03-03,✔,C,No
S02978,Geography,Myself true thing weight.,2024-11-01,✅,B, 
S10632,Geography,Film type night.,2024-09-19,❌,A,No
S05313,Geography,Summer guy knowledge.,2025-02-02, Done ,D,No
S10702,Arabic,Receive each development.,2024-10-14,❌,C, 
S09699,Science,Somebody small.,,✅,A, 
S05896,History,Economic final new.,2025-01-28,❌,A,No
S11751,English,Center speech hundred.,2024-09-11,✔,A,Yes
S08392,History,Card table.,2024-11-21,❌,B,No
S03533,Geography,Within student hear.,2025-02-09,pending,C-, 
S08089,Arabic,Onto ok.,,❌,F,Yes
S01498,Arabic,State.,2024-09-24,✅,D,No
S10939,English,Much house happy.,2024-12-18, Done ,C-,Yes
S08116,Geography,Many personal matter.,,✔,C-,Yes
S05201,Math,Suggest.,2024-09-21,not done,D, 
S02986,Math,Share official strong.,2025-02-09,✔,C, 
S09692,English,Room leader upon.,2024-11-05,❌,A+,No
S08248,Geography,Mission art beautiful.,2024-12-28,not done,B, 
S07738,Science,Rather something.,,✅,A+,Yes
S02761,Arabic,Weight a.,2025-01-19,✅,A+,No
S11804,Math,Indeed fall.,2024-11-20,✔,D, 
S03236,Arabic,Night walk.,2025-01-20,pending,A+,No
S10891,Arabic,Security pull.,2024-12-16,pending,A+,Yes
S08847,Science,Be statement hotel.,2024-11-01,✅,A,Yes
S04398,Geography,Performance other animal such.,2024-09-29,✅,B,Yes
S11825,Arabic,Drug ball positive.,2024-12-31,❌,A, 
S02093,Math,Keep focus writer.,2024-11-04,pending,A+,No
S06087,Geography,Wide interesting soon.,2025-01-27,✅,C-,No
S05363,History,Together family.,2024-12-29,❌,C-,No
S01307,Math,Government life many scene.,2024-12-27,❌,B-, 
S06246,English,Long although cost.,2024-10-11,❌,A+, 
S12096,English,Moment.,2025-02-12,pending,B, 
S09719,History,Start newspaper blue.,2024-11-28, Done ,F,No
S07100,English,Campaign pretty.,2024-11-14,not done,B,Yes
S04884,Science,Page ball center.,2024-11-21, Done ,A,No
S09790,Math,Feel technology.,2024-09-25,✅,D,No
S09814,Geography,Stock work.,2025-02-07,✅,C-,No
S07858,English,Food agency.,2025-01-29, Done ,B, 
S04641,Math,Hotel win candidate.,2024-12-31,pending,A+, 
S08334,Arabic,Data safe left.,2024-12-25,pending,F, 
S02326,History,Democratic none fine.,2024-12-31,✔,D, 
S06331,Geography,Machine soon.,2024-12-09,pending,B,No
S10138,History,Woman government.,2024-11-17,✅,A,No
S10953,Geography,Country large include.,2024-12-16,❌,B,No
S08572,Math,Discussion quite.,,pending,B-,Yes
S02955,English,Peace central after.,2024-09-12,not done,B-,No
S09615,Science,Data control.,2025-02-16,✅,F,No
S09969,Geography,Without reveal economic.,2024-09-09,✅,C-,Yes
S00906,Geography,Think produce.,2024-10-16,❌,B-, 
S09028,History,Action far.,2025-01-09,pending,A+, 
S06849,History,Wonder him media.,2025-02-03,pending,B,Yes
S09916,Math,Song American billion.,, Done ,D,Yes
S00449,Arabic,Get produce.,,✔,B-,Yes
S09447,Arabic,Theory some hour want.,2024-12-27,❌,B,No
S11750,Geography,Member hope total front.,2024-11-08,pending,C,Yes
S11663,Science,Indeed turn every.,2024-12-02,✅,F,Yes
S01372,Math,Throughout structure.,2024-10-30,❌,C-,No
S12104,Geography,Idea feeling analysis.,2024-09-29, Done ,C, 
S01746,Math,Item guess.,,✅,C-,No
S04388,Arabic,Community single artist.,2025-01-19,✅,A+,Yes
S00521,English,Word cover three.,, Done ,C,No
S12065,Math,In.,,✔,B, 
S07262,Math,Administration issue music.,2024-11-18,not done,A,Yes
S03513,Geography,Model generation land.,,✔,A,Yes
S10457,History,Court condition.,2024-10-16, Done ,D, 
S01269,English,Trouble radio owner appear.,2024-10-10,✔,D,No
S08881,Arabic,Data yard.,2024-12-31,❌,A+,Yes
S05510,History,Year over.,2024-11-19, Done ,C-,No
S01309,History,She space nothing.,2024-11-19,✔,B-,No
S04384,Math,School task prevent.,2024-10-10,not done,C-, 
S05332,Math,Hot school improve.,2024-12-22,❌,B, 
S01778,English,Choose.,2024-10-21,✅,B, 
S04612,History,Surface star thought.,2025-01-09,❌,C-,Yes
S11476,Geography,Section industry society.,2024-11-04,pending,A+,No
S07498,English,Nature really wear concern.,2024-09-18, Done ,B-, 
S03388,Math,Include room reach.,2024-10-21,✅,C-, 
S09594,Geography,Argue however generation.,2024-10-22,❌,C-, 
S01015,History,Rise ask nature.,,pending,B-,No
S00014,Science,Season deal hair.,2024-12-08,✅,C-,No
S02680,Math,Soon generation.,2024-10-18,✅,C,Yes
S08161,Arabic,Role where spend natural.,2025-02-11,✅,A+,Yes
S09366,Arabic,Use trip impact.,2024-09-13,❌,A+,Yes
S05778,Science,Speak home.,2024-12-02,✔,A+,No
S07960,Science,Interest meeting.,2024-12-01,✅,C,Yes
S07693,Science,Have player training.,2024-11-24,❌,A, 
S00467,Geography,Value air situation.,2025-02-05,not done,B-,No
S07077,Math,Member sister could.,2025-02-16,not done,B-,Yes
S07080,English,Window require.,2025-02-21,✔,F, 
S11971,Math,Stay director detail.,2025-02-24,✅,B-,No
S03648,Math,Opportunity cold.,2025-01-19,pending,C,No
S04549,Geography,Knowledge player.,,✅,B-,No
S03925,Science,Central throw.,2025-01-01, Done ,B,No
S06103,English,Best everyone.,2024-11-15,✅,D,No
S00337,Arabic,Window strong analysis.,,✅,C-,Yes
S00715,English,Throughout have very.,2025-02-25,✅,A,Yes
S09214,History,New ability especially.,2025-01-31,✅,A,No
S07547,Math,Charge especially become.,2024-09-08,not done,B,Yes
S09126,Geography,Hear mean.,2024-10-12,❌,A+,No
S00751,History,Parent program record.,2024-09-24,not done,C-,No
S01294,Science,Him bag realize.,2024-12-22,✔,B, 
S01386,Math,Enter enough or daughter.,2025-01-21,pending,C-,Yes
S10800,Math,Side.,2024-09-20, Done ,A,No
S09650,Geography,Beautiful write force.,,not done,B,Yes
S04144,Arabic,International.,2024-10-18,✅,D,Yes
S05196,Geography,Every operation his.,2024-12-11,pending,A+, 
S11801,Geography,Theory popular still.,2025-03-01,✔,A,Yes
S07825,Geography,Prepare strategy.,2025-01-12,pending,F, 
S06917,English,Seven some realize young.,2024-12-17,❌,C-,Yes
S08743,Science,Both exactly wall.,2024-10-27,✔,A,Yes
S04339,English,Food feel.,,✅,C-, 
S01538,Math,Worker specific leave serious.,2024-12-17,pending,C-,Yes
S06407,English,Fight treatment professor.,,not done,C-,Yes
S05690,Math,No.,,pending,C-,No
S11521,Geography,Report debate.,2024-09-10,✔,A+, 
S08576,English,Child color.,2024-11-18,pending,A,Yes
S06603,Science,Ten member.,2025-02-20,✅,F, 
S10408,History,Traditional state.,,pending,C,No
S05777,Arabic,Perform low American.,2024-09-08,pending,A+, 
S07496,Geography,After return.,2024-09-13,not done,C,No
S02977,History,Wife.,2024-11-27,✅,A+, 
S09037,Math,Claim would.,,✔,B-,Yes
S09840,English,Hard few state whom.,2024-10-04,✔,C, 
S04617,Arabic,Should yourself to.,2025-02-07,✅,C,No
S10765,Math,Myself break energy.,2024-11-30,✅,A,Yes
S05852,History,Contain participant situation.,2024-09-20,✔,B,No
S09521,Math,Support.,,✔,A+, 
S06679,Science,Dog television.,2024-11-18, Done ,B,No
S02176,Science,Author line.,2024-09-11,✔,C-,Yes
S09089,Arabic,Mind father.,2024-10-03, Done ,C, 
S06659,Arabic,Author agent future.,,not done,A,No
S00870,History,Indicate summer feeling.,2024-10-09,✅,B,No
S01709,History,Door hotel art.,2024-10-22,❌,F,Yes
S09791,Math,Base.,2024-11-14, Done ,C-,Yes
S06399,History,Lawyer.,2024-09-09,pending,D,No
S07772,Math,Body door western.,,✅,C-,No
S04685,English,Answer.,2024-12-15,pending,D,Yes
S01138,Arabic,Pull.,2024-09-15, Done ,B,Yes
S02350,Arabic,Whom usually.,2025-02-07,not done,D, 
S07826,Science,Million report reality.,2025-02-14,pending,B,No
S05399,Arabic,Week establish artist.,2024-11-15,pending,A, 
S08103,Arabic,Teach history floor.,2024-11-08,❌,D,No
S11767,History,Light task.,,❌,C,Yes
S01805,Science,Democrat trip window.,, Done ,C,No
S01760,Math,Yeah leg.,,❌,D, 
S03279,History,Make recognize.,2024-11-06,pending,A+,No
S10176,History,News government.,2025-01-09,✔,A+, 
S09858,Geography,Little story.,2024-10-22, Done ,F,No
S06894,Geography,Teach behavior attorney song.,2024-11-02,pending,A,Yes
S08603,Math,Agree director.,2024-10-30,✔,A+,Yes
S06028,Science,Field hard relate step.,2024-10-15, Done ,B, 
S03490,Geography,Generation cover.,2024-11-25,pending,B,No
S04104,Math,Try painting worry.,2024-12-19,not done,D,Yes
S07009,Geography,Too measure later.,2024-11-30,✔,B-,No
S05028,English,General enjoy.,2025-02-18,✅,A+,Yes
S06234,History,Police contain.,,❌,B-,No
S03607,Math,Like speak lose.,2025-01-11,pending,B-, 
S06655,English,Born about author.,, Done ,C,Yes
S05598,Arabic,Family special.,2024-11-18,✅,B-, 
S09017,Science,Measure writer.,2025-03-03, Done ,B, 
S10481,Math,Reason.,2024-12-16,pending,D,No
S12047,English,Anyone lose.,2025-03-06,❌,B,No
S01677,Science,Or.,2024-12-02,❌,C-,No
S10832,English,Particularly character.,2024-10-24,pending,A,Yes
S07524,Geography,Never these school.,2024-10-13, Done ,A,Yes
S07958,English,Important unit drug history.,2024-10-23,✔,A+,Yes
S02022,History,Data.,2024-09-16,pending,D, 
S01523,Science,Pattern bank sign.,2025-02-01,❌,A+,No
S01105,English,Make town strategy.,2024-12-25, Done ,D,No
S04866,Geography,Impact movement ability.,2024-11-01, Done ,B-,Yes
S03351,Science,Rate among to.,,❌,D,Yes
S07657,History,Power best you.,2024-10-05,pending,D, 
S11581,Arabic,He.,2025-02-06,❌,B, 
S02136,History,School degree song.,2025-02-27,✔,B, 
S03155,Geography,Land call police.,,✔,C,Yes
S04428,Geography,Probably because question.,2024-10-13,pending,B-,No
S01379,Arabic,Serve ability machine.,2024-10-03,✅,A,No
S09168,Science,Edge main car.,2025-02-10,❌,A+,No
S00540,Geography,Those listen.,2025-02-25,✅,A+,No
S04304,English,Together culture.,2024-11-24, Done ,C, 
S04266,Science,Catch world.,, Done ,B, 
S12094,History,Military every better ask.,2025-03-08, Done ,D,No
S08259,History,West manager.,,not done,A, 
S08756,History,Hundred.,2025-01-13,❌,B-,Yes
S03960,Science,National drop choose.,2024-12-16, Done ,A+,No
S08652,Science,Others.,,❌,C-,No
S01181,Arabic,Trouble always.,2024-09-11,pending,A,No
S09097,Arabic,Situation PM.,2024-11-26,❌,A, 
S09750,Arabic,Entire interest.,2025-02-08,✔,C-,Yes
S02065,Arabic,Yard should gun.,2024-11-03,not done,C,Yes
S09904,Arabic,Start treat.,2025-02-24,pending,A,Yes
S00324,Science,Through speak avoid.,,❌,C,No
S02989,Arabic,I shoulder operation.,2024-09-13,❌,B-,Yes
S05411,Math,Together few.,2024-09-11, Done ,A, 
S08557,English,Teach ten fire.,2024-12-13,not done,C,Yes
S11335,English,Town.,2024-10-23, Done ,C,Yes
S10573,Math,Upon here financial lot.,2024-09-16,❌,F,No
S11475,Arabic,Trial live.,,❌,D, 
S10743,Geography,Before modern.,,✔,A+,No
S00947,English,World four girl over.,2024-12-02, Done ,D, 
S09925,Science,Seat quickly.,2024-10-08,❌,F,Yes
S07249,Science,Suddenly consumer.,2024-11-01,not done,A+,Yes
S02783,Geography,Heart account.,2025-01-02,pending,B-,Yes
S05893,Science,School respond.,2025-02-28,✔,B,No
S02767,History,From forget eye exist.,2025-02-17,not done,A, 
S07416,English,Church gun.,2024-12-07,not done,A+,No
S05654,Geography,Card material.,2025-02-14,✔,A+,Yes
S05679,Science,One do.,2024-09-26,pending,A, 
S08229,Arabic,Human research.,2024-11-23,✅,A+,Yes
S03011,Science,Experience tree movement.,2024-12-14,✔,C, 
S03581,Math,Southern risk senior.,,✔,B-,Yes
S00907,Arabic,Note wife each.,2024-11-30,✔,F,No
S04917,Math,Check public see.,, Done ,B, 
S11183,Arabic,Forget father change.,2024-12-24, Done ,A+, 
S08400,Arabic,Relate west.,2025-02-15,✅,F,No
S02552,Geography,Administration history.,2025-01-22,pending,B,No
S04367,History,Sort usually book.,2025-02-12,❌,A+,Yes
S11773,Geography,Top test.,2024-12-18,pending,C,No
S10390,English,Until government moment.,,pending,B,No
S10193,Science,Reveal term.,,✔,D,Yes
S09365,Geography,Region gun.,2025-02-12, Done ,C-, 
S01450,Arabic,Often position church at.,2024-12-22,not done,C-,No
S00373,English,Truth notice.,2024-12-13,pending,C-, 
S05257,Science,Low blood.,,pending,A, 
S01499,Arabic,Even story.,,✔,F,Yes
S00135,Arabic,Or state weight.,2024-10-01,✅,B-, 
S01529,English,Can first degree.,2024-11-15,✔,B-,No
S02607,Math,Gas nothing.,2024-12-08, Done ,A, 
S11891,Science,Likely affect above.,2025-01-06,❌,C,Yes
S10251,Science,Near similar guess.,2025-02-25, Done ,A,No
S09277,Geography,Maintain three.,,❌,C-,Yes
S09491,Arabic,Hear evidence deal.,2025-02-10,pending,C,No
S10216,Math,Collection rock above.,, Done ,C-,Yes
S00238,Math,Rest instead tough.,2024-12-21,✅,D, 
S00437,History,Bring state do.,2024-11-28,pending,A,No
S11692,History,Teach green doctor.,2024-09-26,✅,C, 
S06225,Science,Answer figure how.,2024-10-29, Done ,B-,No
S10729,Geography,Generation list.,2025-02-09,✔,A,Yes
S06788,English,Song another too ball.,2024-11-14,not done,C-,No
S05973,Math,Significant mouth value.,,✔,A,No
S02452,Arabic,Want particular set.,2024-11-14,✅,B,No
S07442,Math,Listen hold join.,2024-09-17,❌,B,Yes
S11092,English,Window oil experience.,2025-01-23,pending,A,No
S06585,English,Worker apply feeling price.,2024-12-26,✔,C, 
S03180,Math,House better.,2024-10-25,pending,A,Yes
S09080,Geography,Other choose scientist.,2025-02-01, Done ,F,Yes
S11913,History,Me unit.,2025-03-07,✅,A+,No
S06983,Science,Know guy hotel throughout.,2025-01-04,✅,A+, 
S08393,Geography,Behind her.,2024-10-27,not done,A, 
S09139,Science,Before trouble cause executive.,2024-09-09, Done ,A, 
S03167,Arabic,Avoid.,2025-02-25,pending,F, 
S08493,Geography,Your commercial.,2024-12-05,❌,A+,Yes
S09249,English,Within leg.,2025-01-24,✔,D, 
S10991,History,Bring chance top.,2024-11-20,❌,F,No
S05927,Math,Thank politics prove.,2025-01-22,pending,A, 
S03218,Math,Left.,2024-12-25,not done,F, 
S08980,Math,Scene very.,,pending,A,No
S11918,History,Share hope attention six.,2024-10-09,✅,B,No
S02824,Math,Gun.,2024-09-11,✔,A,No
S03104,History,Miss over last.,,✔,F,No
S10732,Arabic,Nice physical.,2025-01-20,✅,A+,No
S04343,Geography,Maybe them grow meeting.,,pending,A+, 
